anime_id,title,type,source,score,genre,episode
30016,Nanbaka,TV,Web manga,7.43,"Action, Comedy, Drama",13
28883,Hidan no Aria AA,TV,Manga,6.38,"Action, School, Shoujo Ai",12
5670,GA: Geijutsuka Art Design Class,TV,4-koma manga,7.2,"Slice of Life, Comedy, School, Seinen",12
4151,Blade of the Immortal,TV,Manga,6.9,"Action, Adventure, Historical, Samurai, Supernatural",13
1782,Hyakki,OVA,Visual novel,5.81,"Hentai, Horror",3
2486,Rumiko Takahashi Anthology,TV,Unknown,7.32,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",13
307,Kerokko Demetan,TV,Unknown,6.02,"Kids, Fantasy, Comedy",39
34851,Kaibutsu Gakushou,Movie,Original,5.67,Dementia,1
25457,Avengers Confidential: Black Widow to Punisher,Movie,Other,6.48,"Action, Sci-Fi, Seinen",1
32844,Love Will Find the Way Back Home,Music,Music,5.45,Music,1
378,eX-Driver the Movie,Movie,Original,6.77,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",1
34864,"Wake Up, Girl Zoo! Taiwan de Go!",Special,Original,5.65,Comedy,1
34464,Gijinka de Manabo!,ONA,Other,5.56,"Sci-Fi, Comedy",1
1183,Variable Geo,OVA,Game,5.75,"Action, Ecchi, Martial Arts, Shounen, Super Power",3
30435,Kankou Taisen Saitama: Sakuya no Tatakai,ONA,Unknown,4.53,,4
9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,OVA,Unknown,6.96,"Action, Comedy, Shounen, Supernatural",1
28143,Ochou Fujin no Gensou,Movie,Other,5.47,"Historical, Drama",1
34966,Jigoku Shoujo: Yoi no Togi,TV,Original,6.6,"Horror, Mystery, Psychological, Supernatural",6
31501,Master Blaster,Music,Unknown,4.21,"Music, Dementia",1
32296,Present made no Michinori,ONA,Original,4.95,"Action, Music",1
6509,Kiteretsu Daihyakka,TV,Manga,6.63,"Comedy, Drama, Kids, Slice of Life",331
34721,Samuroid Zero,Special,Original,4.9,"Action, Samurai",1
9506,Prism Magical: Prism Generations!,OVA,Visual novel,5.2,"Comedy, Ecchi, Magic",1
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,Movie,Unknown,6.37,"Adventure, Martial Arts, Comedy, Super Power, Sci-Fi",1
23911,"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",Special,Unknown,4.89,"Adventure, Sci-Fi",2
9008,Netorare Fighter Yaricchingu!,OVA,Original,6.28,Hentai,3
22135,Ping Pong The Animation,TV,Manga,8.65,"Sports, Psychological, Drama, Seinen",11
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,ONA,Original,3.19,Comedy,1
33314,Digimon Universe: Appli Monsters,TV,Original,6.78,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",52
19489,Little Witch Academia: Mahoujikake no Parade,Movie,Original,7.89,"Adventure, Comedy, Magic, Fantasy, School",1
28791,Gunslinger Stratos: The Animation,TV,Game,6.18,"Action, Sci-Fi",12
9220,Seikimatsu Occult Gakuin Specials,Special,Original,6.57,"Comedy, Supernatural, School",4
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Special,Game,7.15,Comedy,3
2883,Iyashite Agerun Saiyuuki,OVA,Manga,6.53,"Hentai, Parody",1
30967,Chuumon no Ooi Ryouriten (1993),Movie,Book,5.6,"Horror, Supernatural, Fantasy",1
33037,Tsukiuta. The Animation,TV,Music,7.04,Music,13
14853,Tsukumo,Movie,Unknown,6.76,"Supernatural, Historical",1
10679,Maria†Holic: Run Run Riru Ran Ran Rara,Music,Unknown,5.9,"Comedy, Music",1
22059,Kakumeiteki Broadway Shugisha Doumei,Music,Music,5.1,Music,1
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Special,4-koma manga,7.11,"Comedy, Romance, Slice of Life",1
32402,Mim Mam Mint,TV,Original,3.58,Comedy,4
31941,Alice in Dreamland,Movie,Unknown,5.2,"Adventure, Dementia, Fantasy",1
4819,Nonomura Byouin no Hitobito,OVA,Unknown,5.53,"Hentai, Mystery",2
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,OVA,Manga,5.76,"Hentai, Yaoi",1
26303,Cello Hiki no Gauche (OVA),OVA,Unknown,5.71,"Drama, Fantasy, Music",1
29986,Women,Movie,Original,4.08,Dementia,1
29743,Buonomo,ONA,Unknown,5.18,Slice of Life,13
34321,Fate/Grand Order: First Order,Special,Game,6.97,"Action, Supernatural, Magic, Fantasy",1
33570,Zenryoku Yobikou 5.5 Seminar Prologue,ONA,Other,4.29,"Comedy, Parody, School",1
28853,Pokemon: Pikachu to Pokemon Ongakutai,Movie,Game,6.32,"Adventure, Fantasy, Kids",1
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,ONA,Light novel,6.56,"Slice of Life, Comedy, Romance",3
4062,Musashi no Ken,TV,Manga,7.35,"Shounen, Sports",72
3203,Chibi Maruko-chan Movie,Movie,Unknown,7.32,"Comedy, School, Shoujo",1
9539,Cardfight!! Vanguard,TV,Original,7.2,"Action, Adventure, Demons, Game, Shounen",65
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Special,Unknown,6.01,Drama,1
29984,Crayon Angel,Movie,Original,3.49,Dementia,1
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,Movie,Unknown,6.32,"Comedy, Kids",1
13967,Thermae Romae x Asahi Shimbun Digital Collaboration,Special,Unknown,6.16,"Comedy, Historical, Seinen",1
35298,Ramen Daisuki Koizumi-san,TV,Manga,6.5,"Slice of Life, Comedy",12
36087,Nerenai!!!,Music,Music,4.12,Music,1
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Movie,Light novel,7.14,"Comedy, Supernatural, Magic, Romance, Ecchi",1
4163,Seto no Hanayome OVA,OVA,Manga,7.98,"Comedy, Parody, Romance, School",2
11266,Ao no Exorcist: Kuro no Iede,Special,Manga,7.41,"Action, Demons, Fantasy, Shounen, Supernatural",1
3278,Kinnikuman: New York Kiki Ippatsu!,Movie,Unknown,6.34,"Action, Comedy, Sports, Shounen",1
6016,Kyoushoku Soukou Guyver (1989),OVA,Manga,7.27,"Action, Horror, Sci-Fi, Super Power",6
5143,Tokusou Kihei Dorvack,TV,Unknown,6.8,"Action, Mecha, Sci-Fi",36
33531,Juushinki Pandora,TV,Original,5.9,"Sci-Fi, Mecha",0
12531,Sakamichi no Apollon,TV,Manga,8.44,"Drama, Josei, Music, Romance, School",12
1810,Kyoushirou to Towa no Sora,TV,Manga,6.61,"Drama, Magic, Romance, Shounen",12
3560,Karen,OVA,Manga,5.94,Hentai,1
26269,Tegami,OVA,Unknown,7.25,"Drama, Historical, Kids",1
13673,Otome Nadeshiko Koi Techou,OVA,Unknown,5.98,"Historical, Shoujo",1
1947,Kikou Sennyo Rouran,TV,Original,5.97,"Action, Fantasy, Mecha",28
10882,Ghost Messenger,OVA,Unknown,7.3,"Action, Fantasy",6
2088,Nora,OVA,Manga,5.23,"Sci-Fi, Adventure, Space",1
32859,Boku wa Kimi wo Warawanai,Music,Music,5.52,Music,1
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,Special,Unknown,6.73,Comedy,6
20159,Pokemon: The Origin,Special,Game,7.89,"Action, Adventure, Comedy, Fantasy, Kids",4
29770,Kikyuu,Music,Unknown,5.8,Music,1
2061,Gall Force 2: Destruction,OVA,Original,6.55,"Action, Military, Sci-Fi, Space",1
33763,Yong Zhe Da Mao Xian 2nd Season,ONA,Original,6.45,"Adventure, Fantasy",26
10239,Mayutoro The Toons,TV,Unknown,5.33,"Comedy, Fantasy, Kids",33
37379,Chihayafuru 3,TV,Manga,0,"Drama, Game, Josei, School, Slice of Life, Sports",0
1412,Lupin III,TV,Manga,7.73,"Action, Adventure, Comedy, Seinen",23
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,OVA,Visual novel,7.13,Hentai,2
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,OVA,Other,6.24,"Adventure, Kids",2
34911,Cine Mileage Card x Asa da yo! Kaishain,Special,Original,3.55,"Music, Comedy",0
36108,Takunomi.,TV,Manga,6.39,"Comedy, Slice of Life",12
30973,Urashima Tarou (1952),Movie,Other,5.43,Historical,1
12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,OVA,Visual novel,5.9,"Comedy, Drama, Harem, Romance, Sci-Fi",4
21763,Ari to Hato (1953),Movie,Other,7.08,Kids,1
2983,Digital Devil Story: Megami Tensei,OVA,Light novel,5.33,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School",1
1879,Midnight Eye: Gokuu,OVA,Manga,6.52,"Action, Sci-Fi, Mystery, Seinen",1
7578,Gokinjo Monogatari the Movie,Movie,Original,6.55,"Comedy, Drama, Romance",1
314,Ace wo Nerae! 2,OVA,Manga,6.76,"Drama, Shoujo, Sports",13
3695,Spectral Force Chronicle Divergence,OVA,Game,4.93,Fantasy,1
287,Grappler Baki (TV),TV,Manga,7.42,"Action, Sports, Martial Arts, Shounen",24
6419,Cinderella Express,OVA,Manga,5.83,"Ecchi, Comedy, Romance, Seinen",1
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Special,Original,6.34,Magic,1
7721,Meat or Die,ONA,Unknown,5,"Adventure, Comedy",12
4725,Ga-Rei: Zero,TV,Manga,7.72,"Action, Super Power, Supernatural, Thriller",12
10855,Penguin no Mondai Max,TV,Unknown,6.33,"Comedy, Kids",50
3873,Honey Honey no Suteki na Bouken,TV,Manga,6.57,"Adventure, Historical, Shoujo",29
32548,Imawa no Kuni no Alice,ONA,Manga,6.3,Action,1
3473,Souseiki,Movie,Unknown,5.65,Parody,1
8213,Hoka Hoka Kazoku,TV,Unknown,5.93,Comedy,1428
15095,Shin Koihime†Musou OVA Omake,Special,Visual novel,6.5,"Adventure, Comedy, Fantasy",1
6885,Sora no Manimani Specials,Special,Unknown,6.62,"Comedy, School, Slice of Life",3
34055,Berserk 2nd Season,TV,Manga,7.09,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",12
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,Book,7.64,"Drama, School, Slice of Life",1
10572,Ro-Kyu-Bu!,TV,Light novel,6.98,"Ecchi, Sports, Comedy, School",12
27459,Porong Porong Pororo 5,TV,Unknown,6.26,"Kids, Cars",26
10256,Shion Special,Special,Visual novel,6.52,Hentai,1
3919,Shimaizuma: Shimaizuma 3 The Animation,OVA,Visual novel,6.89,Hentai,2
26011,Super Backkom,Special,Original,5.87,"Comedy, Kids, Super Power",1
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,TV,Unknown,5.29,"Comedy, Magic",12
2137,Haitokuzuma,OVA,Manga,6.14,Hentai,2
33571,Zenryoku Yobikou 5.5 Seminar,ONA,Other,5.11,"Comedy, Parody, School",9
5689,Eien no Filena,OVA,Light novel,5.92,"Adventure, Drama, Fantasy",6
81,Mobile Suit Gundam: The 08th MS Team,OVA,Original,8.1,"Military, Sci-Fi, Adventure, Drama, Romance, Mecha",12
2123,Digimon X-Evolution,Movie,Original,7.25,"Action, Adventure, Fantasy, Sci-Fi",1
29742,Butazuka,ONA,Unknown,3.78,Slice of Life,13
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,OVA,Manga,7.29,"Action, Mecha",1
7651,Ningen Shikkaku: Director&#039;s Cut-ban,Movie,Novel,7.58,"Drama, Historical, Psychological, Seinen",1
35081,The iDOLM@STER Million Live! 4th Anniversary PV,ONA,Game,6.72,"Comedy, Music, Slice of Life",1
34839,Sanrio Danshi,TV,Original,6.68,"Slice of Life, School",12
6950,Aos,Movie,Original,3.66,"Fantasy, Dementia",1
7092,Shoujo Fight: Norainu-tachi no Odekake,OVA,Unknown,5.51,"Sports, Comedy, School, Seinen",1
36185,Lan Mo De Hua,ONA,Web manga,6.9,"Magic, Romance, School",9
23857,Go! Go! Kadendanshi 2nd Season,ONA,Unknown,5.06,"Action, Seinen",78
3800,Arrow Emblem Grand Prix no Taka,TV,Unknown,6.58,"Cars, Sports, Drama",44
33538,Shima Kousaku no Asia Risshi-den,TV,Manga,5.86,"Drama, Seinen",26
32023,Bubuki Buranki,TV,Original,6.4,"Action, Sci-Fi, Drama, Mecha",12
1625,Soul Link Special,Special,Visual novel,5.94,"Ecchi, Adventure, Space, Comedy, Romance, Military, Sci-Fi",1
36775,Wo Shi Jiang Xiaobai,ONA,Original,7.26,"Slice of Life, Drama, Romance",12
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,ONA,Manga,5.22,"Comedy, Historical",0
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Special,Light novel,7.36,"Comedy, Romance, School, Super Power",6
13255,Haru wa Kuru,ONA,Unknown,5.87,Adventure,1
12991,Katte ni Kaizou Specials,Special,Manga,6.66,"Comedy, Parody, School, Sci-Fi, Shounen",3
448,Tenjou Tenge: The Ultimate Fight,OVA,Manga,7.15,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",2
7021,Ni-hiki no Sanma,Movie,Original,5.05,Comedy,1
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,TV,Picture book,6.52,"Adventure, Kids",20
17151,Mogu Mogu,Music,Unknown,4.67,Music,1
24823,Days,Music,Unknown,6.81,Music,1
837,Kyou no 5 no 2,OVA,Manga,7.29,"Comedy, Ecchi, School, Seinen",4
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,OVA,Other,6.63,"Kids, Fantasy, Drama",1
4460,Kikumana,ONA,Original,5.94,"Dementia, Psychological",1
28695,Nonsense Monogatari Dai Ippen: Sarugashima,Movie,Original,5.44,Adventure,1
11093,Ziggy: Soreyuke! R&R Band,Movie,Unknown,6.1,"Adventure, Music, Mystery",1
4494,Enyoku,OVA,Manga,6.18,Hentai,1
30058,Hong Ling Jin Xia,ONA,Unknown,5.89,"Action, School",1
15843,Koiito Kinenbi The Animation,OVA,Manga,7.68,Hentai,2
35112,Panpaka Pants O New-san,TV,Original,4.43,"Comedy, Kids",24
36037,Senran Kagura 2nd Season,TV,Game,0,"Action, Comedy, Ecchi, School",0
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,Movie,Unknown,6.29,"Comedy, Fantasy, Kids",1
37807,Princess Principal 2,Movie,Original,0,"Action, Historical, Mystery",6
2325,Angel Blade Punish!,OVA,Original,6.52,"Adventure, Hentai, Magic, Sci-Fi",3
30771,Mudai,Music,Unknown,7.35,"Slice of Life, Romance, Music, Drama",1
3433,Go-Q-Choji Ikkiman,TV,Manga,6.6,"Sci-Fi, Sports",32
348,Binzume Yousei,TV,Original,6.52,"Comedy, Fantasy, Magic, Slice of Life",13
11873,Oraa Guzura Dado (1987),TV,Unknown,6.28,"Comedy, Kids",44
36712,Mighty Thor: Battle Royale,ONA,Other,3.42,"Fantasy, Parody",1
2730,1+2=Paradise,OVA,Manga,5.14,"Comedy, Ecchi, Harem, Romance, Seinen",2
34016,Hatsukoi Monster OVA,OVA,Manga,6.48,"Comedy, Romance, School, Shoujo",1
22055,Gakkou no Kaidan Recaps,Special,Original,6.18,"Horror, Mystery, Supernatural",2
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,Special,Manga,7.33,"Action, Comedy, Shounen",1
17205,Cowboy Bebop: Ein no Natsuyasumi,Special,Original,6.29,Adventure,1
29395,Fafa Movie,ONA,Other,3.83,Slice of Life,2
35883,Cinderella Girls Gekijou 2nd Season,TV,4-koma manga,6.7,"Slice of Life, Comedy",13
29705,Shoujo Kyouiku,OVA,Visual novel,6.68,Hentai,2
18305,15 Sonyeon Uju Pyoryugi,Movie,Unknown,5.42,"Action, Sci-Fi, Shounen, Space",1
30015,ReLIFE,TV,Web manga,8.14,"Slice of Life, Romance, School",13
3972,Yu☆Gi☆Oh! 5D&#039;s,TV,Manga,7.51,"Action, Game, Shounen",154
35997,Märchen Mädchen,TV,Light novel,5.49,"Magic, Fantasy, School",10
13513,Anima,Movie,Unknown,5.02,Music,1
2933,Mirai Keisatsu Urashiman,TV,Manga,6.83,"Action, Sci-Fi, Comedy, Police",50
22429,Itadaki! Seieki♥,OVA,Manga,7.42,"Hentai, Supernatural",1
3438,Moero! Top Striker,TV,Unknown,6.76,"Action, Shounen, Sports",49
2090,Choujikuu Seiki Orguss 02,OVA,Unknown,6.88,"Action, Sci-Fi, Adventure, Romance, Mecha",6
3576,Kodai Ouja Kyouryuu King,TV,Game,6.11,"Adventure, Kids, Fantasy",49
12449,Maken-Ki! Specials,Special,Manga,6.28,"Ecchi, Sports",6
33144,Jiok,Movie,Unknown,5.92,"Horror, Drama, Fantasy",1
3503,Kanokon,TV,Light novel,6.65,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",12
25075,Shoukoushi Cedie Specials,Special,Unknown,6.61,"Slice of Life, Drama, Shoujo",2
31868,Bug tte Honey: Megarom Shoujo Mai 4622,Movie,Game,4.13,"Adventure, Comedy",1
10711,Plastic Neesan,ONA,Manga,7.36,"Comedy, School",12
4371,Uchuu Senshi Baldios (Movie),Movie,Unknown,6.57,"Action, Sci-Fi, Space, Mecha",1
715,Yume de Aetara,OVA,Manga,6.59,"Comedy, Drama, Ecchi, Romance, Seinen",3
16211,Bakumatsu Gijinden Roman,TV,Unknown,6.18,"Historical, Fantasy",12
3089,The Sky Crawlers,Movie,Novel,7.36,"Drama, Military",1
866,Slayers Premium,Movie,Light novel,7.29,"Adventure, Comedy, Fantasy, Magic, Shounen",1
3898,Mazinger Z tai Devilman,Movie,Unknown,6.19,"Adventure, Demons, Mecha, Sci-Fi, Shounen",1
1060,Oruchuban Ebichu,TV,Manga,7.49,"Comedy, Ecchi, Seinen",24
16385,Dog Days&#039;&#039;,TV,Original,7.12,"Action, Adventure, Fantasy, Magic",12
2978,Shin Getter Robo,OVA,Original,7.43,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen",13
24087,Be-Bop Kaizokuban,OVA,Unknown,5.81,"Comedy, School, Seinen",3
2437,Elfina: Yoru e to Urareta Oukoku de... The Animation,OVA,Visual novel,6.15,"Fantasy, Hentai",3
25393,Master of Torque 2,ONA,Unknown,5.38,"Action, Sci-Fi",1
2082,Marriage: Kekkon,OVA,Visual novel,5.46,"Romance, Slice of Life",2
2141,Oseam,Movie,Novel,7.37,"Adventure, Drama",1
1494,Darkside Blues,Movie,Manga,6.24,"Horror, Mystery, Psychological, Sci-Fi",1
2829,Ie Naki Ko Remy,TV,Novel,8.04,"Adventure, Slice of Life, Historical, Drama",23
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,OVA,Original,5.77,"Action, Adventure, Comedy, Fantasy",1
2747,Tetsuwan Atom,TV,Manga,7.25,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",193
31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,ONA,Unknown,5.31,Game,1
1193,Happy Seven: The TV Manga,TV,Light novel,6.42,"Comedy, Magic, Fantasy, School",13
6368,Legend of Regios,Special,Unknown,6.61,Magic,3
48,.hack//Sign,TV,Original,7.09,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",26
4737,Himitsukessha Taka no Tsume,TV,Unknown,6.28,"Comedy, Parody, Super Power",11
19799,Robot Girls Z,Special,Original,6.51,"Comedy, Mecha, Parody",3
21523,Baku Tech! Bakugan Gachi,TV,Unknown,6.04,"Action, Game, Shounen",39
12917,Madang-Eul Naon Amtalg,Movie,Book,7.87,"Adventure, Drama, Fantasy, Kids",1
2284,Transformers: Car Robots,TV,Unknown,6.67,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",39
29017,Wooser no Sono Higurashi: Mugen-hen,TV,Web manga,6.71,"Comedy, Fantasy, Slice of Life",13
11791,Sore Ike! Anpanman: Ruby no Negai,Movie,Unknown,6.31,"Comedy, Kids, Magic",1
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Special,Manga,7.7,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",1
23781,Blade & Soul Specials,Special,Game,5.89,Comedy,7
3270,IGPX: Immortal Grand Prix (2005),TV,Original,7.19,"Drama, Mecha, Sci-Fi, Shounen, Sports",13
3175,Kaitei Choutokkyuu: Marine Express,Special,Unknown,6.19,"Action, Adventure, Comedy, Sci-Fi, Drama",1
18277,Strike the Blood,TV,Light novel,7.35,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School",24
34403,Hajimete no Gal,TV,Manga,6.53,"Comedy, Romance, Ecchi, School, Shounen",10
34052,100% Pascal-sensei (TV),TV,Manga,5.61,Comedy,36
35574,Ganbare!! Tabuchi-kun!! (ONA),ONA,Manga,6.5,"Comedy, Seinen, Sports",10
34258,Toruru&#039;s Adventure,Movie,Original,3,"Adventure, Fantasy, Sci-Fi",1
3075,Tondera House no Daibouken,TV,Original,6.45,"Adventure, Historical, Sci-Fi",52
11713,Suisenzuki no Yokka,Special,Unknown,6.6,"Fantasy, Kids",1
3858,Konchuu Monogatari Minashigo Hutch,TV,Original,6.42,"Adventure, Comedy, Drama",91
31070,Etotama Specials,Special,Unknown,6.6,"Action, Comedy, Fantasy",6
36661,Da Hu Fa,Movie,Original,5.14,"Action, Adventure, Fantasy",1
31368,Grisaia no Rakuen Specials,Special,Visual novel,7.16,Ecchi,5
240,Genshiken,TV,Manga,7.72,"Slice of Life, Comedy, Parody",12
3152,Down Load: Namu Amida Butsu wa Ai no Uta,OVA,Original,5.87,"Action, Adventure, Psychological, Sci-Fi",1
25109,Inuyama Kamiko no Kireigoto ja Owaranai!,ONA,Unknown,4.69,Slice of Life,2
22433,Break Blade,TV,Manga,7.39,"Action, Military, Fantasy, Mecha, Shounen",12
34439,Code Geass: Hangyaku no Lelouch II - Handou,Movie,Original,7.76,"Action, Military, Sci-Fi, Super Power, Mecha, School",1
20473,Teekyuu 3,TV,Manga,6.91,"Comedy, School, Shounen, Sports",12
34636,Ballroom e Youkoso,TV,Manga,8.34,"Comedy, Sports, Drama, Romance, School, Shounen",24
21999,Duel Masters Victory V3,TV,Original,5.97,"Action, Adventure, Comedy, Shounen",51
6033,Dragon Ball Kai,TV,Manga,7.91,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",97
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,Special,Manga,5.85,"Sci-Fi, Comedy, Shounen",1
22615,Kero Kero Keroppi no Kero Kero House no Himitsu,OVA,Unknown,6.44,"Fantasy, Kids",1
3529,Kowaremono II,OVA,Unknown,5.92,Hentai,2
6622,Gakuen Maria: Bakunyuu Teachers,OVA,Manga,5.25,Hentai,1
49,Aa! Megami-sama!,OVA,Manga,7.38,"Comedy, Magic, Romance, Seinen, Supernatural",5
13357,High School DxD Specials,Special,Light novel,7.39,"Ecchi, Comedy, Harem, Romance, Demons, School",6
35552,Pokemon Daisuki Club,Music,Game,6.25,"Comedy, Music",0
10756,Shita-kiri Suzume,Movie,Original,6.1,Drama,1
937,Appleseed,OVA,Manga,6.74,"Action, Sci-Fi, Adventure, Police, Mecha",1
31580,Ajin,TV,Manga,7.68,"Action, Mystery, Horror, Supernatural, Seinen",13
33231,Fella Hame Lips,OVA,Manga,7.24,Hentai,2
6688,Pattenrai!! Minami no Shima no Mizu Monogatari,Movie,Unknown,6.18,"Slice of Life, Historical",1
8763,Hajime Ningen Gyatoruz,TV,Manga,6.55,"Comedy, Historical",77
37164,Yao Shen Ji 2nd Season,ONA,Novel,7.4,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",0
6685,Mesu Kyoushi: Injoku no Kyoushitsu,OVA,Visual novel,6.46,Hentai,3
1535,Death Note,TV,Manga,8.67,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",37
1704,Eat-Man,TV,Manga,6.62,"Action, Adventure, Sci-Fi, Shounen, Super Power",12
18821,Ano Yama ni Noborou yo,OVA,Unknown,5.44,"Adventure, Fantasy, Kids",1
27891,Sword Art Online II: Debriefing,Special,Light novel,6.63,"Action, Adventure, Fantasy, Game",1
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,Original,7.72,"Action, Mecha, Military",1
34843,Ponkotsu Quest x Monsterz,ONA,Other,5.25,"Comedy, Parody, Fantasy",3
35365,Kkoma Sinseon Tao 2,TV,Original,4.75,"Kids, Magic",13
16255,Meisou-Ou Border,OVA,Manga,5.66,"Adventure, Seinen",1
10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,Movie,Game,6.84,"Adventure, Comedy, Drama, Fantasy, Kids",1
30381,Sousei no Aquarion Evol,Special,Original,6.84,"Mecha, Romance, Sci-Fi",1
33299,Magic-Kyun! Renaissance,TV,Original,7.26,"Music, Magic, Romance, School",13
35734,"Zoojazoo ""Watashi no Onaka""",Music,Unknown,4.3,Music,1
10280,Uchuu Kaizoku Sara Special,Special,Visual novel,7.04,"Hentai, Sci-Fi",1
13173,Puka Puka Juju,Movie,Unknown,6.78,"Fantasy, Slice of Life",1
36392,Waga Na wa Cowboy,Music,Original,4,Music,1
3845,Mahoutsukai Chappy,TV,Unknown,6.14,"Adventure, Kids, Magic",39
852,Gokinjo Monogatari,TV,Manga,7.53,"Slice of Life, Comedy, Drama, Romance, Shoujo",50
6842,Oyoge ya Oyoge,Movie,Original,4.94,Sports,1
615,Nurse Witch Komugi-chan Magikarte,OVA,Original,6.72,"Comedy, Magic, Parody",5
36602,My Dearest Song,Music,Original,5.54,Music,1
6093,Anmitsu Hime,TV,Manga,6.51,"Comedy, Historical, Shoujo",51
9562,Tachumaru Gekijou,TV,Unknown,5.82,"Comedy, Parody",26
19071,"Hyakumannen Attara, Dousuru?",OVA,Unknown,5.54,Kids,1
32778,Ame no Bus Stop-hen,Music,Music,4.73,Music,1
31890,Nurse Witch Komugi-chan R,TV,Original,5.99,"Comedy, Magic, Parody",12
21551,Kaitei Toshi no Dekiru made,Movie,Unknown,6,Sci-Fi,1
22411,Asa ga Kuru mae ni: Sasurai Version,Music,Unknown,5.49,"Romance, Music",1
8394,Cyborg 009 (TV),TV,Manga,7.07,"Action, Adventure, Mecha, Sci-Fi, Shounen",26
1094,One Piece: Umi no Heso no Daibouken-hen,Special,Manga,7.39,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1
18429,Lupin III vs. Detective Conan: The Movie,Movie,Unknown,8.02,"Action, Comedy, Mystery, Shounen",1
23633,Poppoya-san: Nonki Ekichou,Movie,Original,7.45,Kids,1
9930,Snow Halation,Music,Music,7.72,Music,1
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,Special,Unknown,7.06,"Action, Comedy, Mecha, Parody, Samurai, Shounen",1
30573,Break Blade: Virgins War,Special,Unknown,6.63,Action,1
7739,11eyes: Momoiro Genmutan,Special,Visual novel,6.19,"Ecchi, Comedy, Super Power, Supernatural",1
33741,Kidou Keisatsu Patlabor: Reboot,Movie,Original,6.73,"Sci-Fi, Comedy, Police, Mecha",1
23409,Duel Masters VS,TV,Original,6.17,"Action, Adventure, Comedy, Shounen",49
18527,Gekikara Gag Gekijou: Tabasco Shower,OVA,Unknown,4.93,"Ecchi, Comedy",2
151,Re: Cutey Honey,OVA,Manga,7.15,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",3
12579,Itsuka Tenma no Kuro Usagi Picture Drama,Special,Light novel,6.3,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",6
11087,Awake,Special,Unknown,5.55,"Action, Mecha, Parody, Sci-Fi",2
