anime_id,title,type,source,score,genre,episode
11013,Inu x Boku SS,TV,Manga,7.63,"Comedy, Supernatural, Romance, Shounen",12
2104,Seto no Hanayome,TV,Manga,7.89,"Comedy, Parody, Romance, School, Shounen",26
5262,Shugo Chara!! Doki,TV,Manga,7.55,"Comedy, Magic, School, Shoujo",51
721,Princess Tutu,TV,Original,8.21,"Comedy, Drama, Magic, Romance, Fantasy",38
12365,Bakuman. 3rd Season,TV,Manga,8.67,"Comedy, Drama, Romance, Shounen",25
6586,Yume-iro Pâtissière,TV,Manga,8.03,"Kids, School, Shoujo",50
178,Ultra Maniac,TV,Manga,7.26,"Magic, Comedy, Romance, School, Shoujo",26
2787,Shakugan no Shana II (Second),TV,Light novel,7.72,"Action, Drama, Fantasy, Romance, School, Supernatural",24
4477,Nodame Cantabile: Paris-hen,TV,Manga,8.24,"Music, Slice of Life, Comedy, Romance, Josei",11
853,Ouran Koukou Host Club,TV,Manga,8.34,"Comedy, Harem, Romance, School, Shoujo",26
4814,Junjou Romantica 2,TV,Manga,8.15,"Comedy, Drama, Romance, Shounen Ai",12
7054,Kaichou wa Maid-sama!,TV,Manga,8.2,"Comedy, Romance, School, Shoujo",26
11123,Sekaiichi Hatsukoi 2,TV,Manga,8.23,"Comedy, Drama, Romance, Shounen Ai",12
14227,Tonari no Kaibutsu-kun,TV,Manga,7.71,"Slice of Life, Comedy, Romance, School, Shoujo",13
269,Bleach,TV,Manga,7.9,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",366
59,Chobits,TV,Manga,7.53,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",26
6045,Kimi ni Todoke,TV,Manga,8.13,"Slice of Life, Drama, Romance, School, Shoujo",25
1735,Naruto: Shippuuden,TV,Manga,8.18,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",500
210,Ranma ½,TV,Manga,7.85,"Slice of Life, Comedy, Martial Arts, Fantasy",161
4224,Toradora!,TV,Light novel,8.39,"Slice of Life, Comedy, Romance, School",25
10030,Bakuman. 2nd Season,TV,Manga,8.49,"Comedy, Drama, Romance, Shounen",25
74,Gakuen Alice,TV,Manga,7.77,"Comedy, School, Shoujo, Super Power",26
4722,Skip Beat!,TV,Manga,8.24,"Comedy, Drama, Romance, Shoujo",25
14397,Chihayafuru 2,TV,Manga,8.47,"Drama, Game, Josei, School, Slice of Life, Sports",25
1557,Shounen Onmyouji,TV,Light novel,7.68,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",26
10800,Chihayafuru,TV,Manga,8.29,"Drama, Game, Josei, School, Slice of Life, Sports",25
3731,Itazura na Kiss,TV,Manga,7.7,"Comedy, Romance, Shoujo",25
9513,Beelzebub,TV,Manga,8.02,"Action, Comedy, Demons, Supernatural, School, Shounen",60
5835,Hanasakeru Seishounen,TV,Manga,7.87,"Drama, Romance, Shoujo",39
9863,SKET Dance,TV,Manga,8.33,"Comedy, School, Shounen",77
7817,B-gata H-kei,TV,4-koma manga,7.1,"Comedy, Romance, Ecchi, School, Seinen",12
966,Crayon Shin-chan,TV,Manga,7.73,"Slice of Life, Comedy, Ecchi, School, Seinen",0
120,Fruits Basket,TV,Manga,7.77,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",26
957,Saiunkoku Monogatari,TV,Light novel,8.04,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",39
21,One Piece,TV,Manga,8.54,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",0
1974,Glass no Kamen (2005),TV,Manga,8.18,"Drama, Shoujo",51
857,Air Gear,TV,Manga,7.64,"Action, Comedy, Ecchi, Shounen, Sports",25
1914,Saiunkoku Monogatari 2nd Season,TV,Light novel,8.16,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",39
249,InuYasha,TV,Manga,7.9,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",167
6645,Chu-Bra!!,TV,Manga,6.3,"Ecchi, Comedy, School, Seinen",12
5690,Nodame Cantabile Finale,TV,Manga,8.34,"Comedy, Josei, Music, Romance",11
1571,Ghost Hunt,TV,Novel,7.92,"Comedy, Horror, Mystery, Shoujo, Supernatural",25
11759,Accel World,TV,Light novel,7.53,"Action, Game, Sci-Fi, Romance, School",24
7674,Bakuman.,TV,Manga,8.32,"Comedy, Drama, Romance, Shounen",25
1698,Nodame Cantabile,TV,Manga,8.41,"Music, Slice of Life, Comedy, Drama, Romance, Josei",23
14713,Kamisama Hajimemashita,TV,Manga,8.14,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",13
232,Cardcaptor Sakura,TV,Manga,8.21,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",70
233,Daa! Daa! Daa!,TV,Manga,7.78,"Comedy, Sci-Fi, Shoujo",78
9656,Kimi ni Todoke 2nd Season,TV,Manga,8.12,"Slice of Life, Drama, Romance, School, Shoujo",12
9926,Sekaiichi Hatsukoi,TV,Manga,8.07,"Comedy, Drama, Romance, Shounen Ai",12
2564,Code-E,TV,Original,6.49,"Comedy, Romance, School, Sci-Fi, Slice of Life",12
3092,Junjou Romantica,TV,Manga,7.99,"Comedy, Drama, Romance, Shounen Ai",12
1579,Kiniro no Corda: Primo Passo,TV,Visual novel,7.63,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",25
32370,D.Gray-man Hallow,TV,Manga,7.92,"Action, Adventure, Super Power, Demons, Shounen",13
11547,Sengoku☆Paradise Kiwami,TV,Unknown,6.2,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",26
33185,Peace Maker Kurogane Movie 1: Omou Michi,Movie,Manga,0,"Action, Comedy, Historical, Samurai, Shounen",1
7518,Boku wa Kuma,Music,Original,5.79,"Kids, Music, Slice of Life",1
16642,Ane Koi: Suki Kirai Daisuki.,OVA,Manga,7.03,Hentai,2
7605,Parasol Henbei,TV,Unknown,6.39,"Adventure, Comedy, Fantasy, Kids, Magic",200
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,Unknown,6.29,"Sci-Fi, Adventure, Space, Mecha",1
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,Original,7.4,"Action, Mystery, Horror, Psychological",1
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,OVA,Unknown,6,"Police, Comedy, Romance, Drama",1
153,Juuni Kokuki,TV,Novel,8.13,"Action, Adventure, Fantasy, Magic, Supernatural",45
27417,Diabolik Lovers OVA,OVA,Visual novel,6.04,"Harem, School, Vampire, Shoujo",1
5588,Ko Ko Ro,OVA,Unknown,5.34,Hentai,2
23903,Tuzki: Love Assassin,ONA,Unknown,5.87,"Comedy, Romance",1
13247,Lupin III: Lupin Ikka Seizoroi,Special,Unknown,6.87,"Adventure, Comedy, Seinen",1
33398,Neko Konogoro,TV,Manga,3.44,Comedy,0
1051,Ao no 6-gou,OVA,Manga,7.14,"Action, Adventure, Mecha, Military, Sci-Fi",4
12447,Ben-To Picture Drama,Special,Light novel,6.15,Comedy,6
3294,Gasshin Sentai Mechander Robo,TV,Unknown,6.17,"Space, Mecha, Military, Mystery, Sci-Fi",35
1381,Seikai no Monshou Special,Special,Light novel,7.35,"Action, Military, Romance, Sci-Fi, Space",1
8022,Tegamibachi Gakuen,Special,Original,7.42,Comedy,25
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ONA,Original,4.32,Comedy,1
33775,Soul Buster,TV,Manga,5.91,"Action, Samurai",12
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Special,Unknown,5.86,"Mecha, Military",1
37447,Karakuri Circus,TV,Manga,0,"Adventure, Mystery, Shounen",36
35277,Nanumu no Ie,Movie,Other,4.86,"Drama, Historical",1
14353,Death Billiards,Movie,Original,8.01,"Game, Mystery, Psychological, Drama, Thriller",1
32747,Fake Style II,Music,Music,5.85,Music,1
5235,Live On Cardliver Kakeru,TV,Manga,6.86,"Game, Fantasy",51
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Movie,Unknown,6.17,"Adventure, Comedy, Fantasy, Horror, Supernatural",1
5117,Kokudo Oh,OVA,Visual novel,6.08,"Fantasy, Hentai",5
26443,Triage X,TV,Manga,6.41,"Action, Adventure, Ecchi, Shounen",10
16251,Shinkai no Kantai: Submarine 707,OVA,Manga,5.73,"Action, Adventure, Military, Sci-Fi",1
6777,Densha Kamo Shirenai,Music,Music,5.62,Music,1
35594,Ylion to Callysia,Movie,Original,5.86,"Action, Fantasy",1
36847,Nanatsu no Bitoku,TV,Other,5.2,"Ecchi, Fantasy",10
29765,Metropolis (2009),Movie,Unknown,6.26,,1
32561,Hai to Gensou no Grimgar Special,Special,Light novel,6.65,Comedy,1
24275,Medamayaki no Kimi Itsu Tsubusu?,Special,Manga,5.92,"Comedy, Seinen",4
29363,Watashi no Ashinaga Ojisan Specials,Special,Unknown,6.41,"Comedy, Romance, School, Shoujo, Slice of Life",2
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Movie,Original,5.96,"Adventure, Kids",1
1811,Bounty Dog: Getsumen no Ibu,OVA,Original,5.63,"Action, Sci-Fi, Space",2
5036,Hurricane Live! 2033,Special,Unknown,6.73,Music,7
9690,Densetsu no Yuusha no Densetsu: Iris Report,Special,Unknown,6.6,"Action, Adventure, Fantasy, Magic, Shounen",1
9721,Aisai Nikki,OVA,Visual novel,6.54,Hentai,1
812,Chikyuu Shoujo Arjuna,TV,Original,6.95,"Adventure, Drama, Magic, Sci-Fi",13
19849,Peeping Life 5.0ch,OVA,Original,5.51,"Comedy, Slice of Life",10
7791,K-On!!,TV,4-koma manga,8.14,"Comedy, Music, School, Slice of Life",26
747,Haru wo Daite Ita,OVA,Manga,6.93,"Drama, Romance, Yaoi",2
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,Game,7.13,"Adventure, Comedy, Fantasy, Kids",1
8726,Soredemo Machi wa Mawatteiru,TV,Manga,7.47,"Comedy, Slice of Life",12
20229,Makkuro na Obentou,Movie,Unknown,7.89,"Drama, Historical",1
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Special,Original,6.24,"Action, School",1
10869,Scan2Go,TV,Unknown,6.23,"Cars, Kids, Shounen, Space, Sports",52
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Movie,Unknown,6.14,"Adventure, Kids",1
3981,Shokuzai no Kyoushitsu,OVA,Unknown,5.36,Hentai,2
15813,Majokko Shimai no Yoyo to Nene,Movie,Manga,7.57,"Fantasy, Magic",1
36951,Yuu☆Yuu☆Hakusho Special,Special,Manga,0,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen",1
33462,Bernard-jou Iwaku.,TV,Manga,6.03,"Comedy, School",12
12569,Himitsu no Akko-chan (Movie),Movie,Unknown,6,"Magic, School, Shoujo",1
34908,Calihara no Uta,Movie,Original,5.56,"Music, Kids",1
1586,Aoi Umi no Tristia,OVA,Visual novel,5.81,"Adventure, Mecha",2
1778,Dae Jang Geum: Jang Geum&#039;s Dream,TV,Other,7.22,"Adventure, Comedy, Historical",26
20057,Space☆Dandy,TV,Original,7.88,"Sci-Fi, Space, Comedy",13
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,Movie,Unknown,6.3,"Action, Mecha, Super Power, Sci-Fi, Shounen",1
6828,Ohi-sama to Kaeru,Movie,Original,4.2,Comedy,1
30347,Nanatsu no Taizai OVA,OVA,Manga,7.77,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",2
14249,Ribbon no Kishi (1999),Movie,Unknown,6.14,Adventure,1
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,7.5,"Action, Sci-Fi, Seinen",12
35334,ClassicaLoid 2nd Season,TV,Original,6.47,"Music, Comedy",25
36755,Juvenile Pornography The Animation,OVA,Manga,6.49,Hentai,1
3164,Ichigo Ichie: Koibana Tomobana,TV,Unknown,6.81,"Slice of Life, Comedy, School",13
2632,Doraemon: Time Machine de Oshougatsu,Special,Unknown,6.84,"Sci-Fi, Adventure, Comedy, Kids, Shounen",1
2199,Chirin no Suzu,Movie,Picture book,7.17,"Adventure, Drama, Fantasy",1
1286,MD Geist II: Death Force,OVA,Unknown,5.13,"Mecha, Military, Sci-Fi",1
34561,Re:Creators,TV,Original,7.69,"Action, Sci-Fi, Fantasy",22
515,Hajimari no Boukensha-tachi: Legend of Crystania,Movie,Unknown,6.12,"Action, Adventure, Fantasy, Magic, Supernatural",1
33907,Magical Music Train,Music,Music,4.7,Music,1
238,Rekka no Honoo,TV,Manga,7.42,"Action, Adventure, Martial Arts, Shounen, Super Power",42
5990,Cosmic Fantasy: Ginga Mehyou no Wana,OVA,Game,5.63,"Action, Sci-Fi, Space, Comedy, Romance, Fantasy",1
27989,Hibike! Euphonium,TV,Novel,8.02,"Music, School, Drama",13
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,8.85,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",12
1200,Gun-dou Musashi,TV,Original,6.06,"Adventure, Samurai, Fantasy",26
32644,Yaseruyagi,ONA,Original,4.03,,1
2769,Galactic Patrol Lensman,TV,Unknown,6.49,"Action, Adventure, Sci-Fi",25
24031,Denki-gai no Honya-san,TV,Manga,7.27,"Comedy, Seinen, Slice of Life",12
37421,MaxValu Kyushu,Special,Original,5,Slice of Life,1
3975,Uchi no 3 Shimai,TV,Other,6.66,"Comedy, Slice of Life",141
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,Special,Unknown,7.35,"Comedy, Sports, School, Shounen",1
22839,Cross Road,Special,Original,7.5,"Slice of Life, School",1
10935,Hourou Musuko Specials,Special,Manga,7.7,"Drama, School",2
37711,Koi to Uso OVA,OVA,Manga,0,"Drama, Romance, School",2
9880,Esper Mami: Hoshizora no Dancing Doll,Movie,Unknown,6.16,"Fantasy, Shounen",1
37435,Carol & Tuesday,TV,Original,0,"Drama, Music, Romance",0
14007,"Akai Shouzou: Char, Soshite Frontal e",Special,Unknown,6.24,"Drama, Mecha, Military, Sci-Fi, Shounen, Space",1
17147,Gakkatsu! 2nd Season,TV,Unknown,6.5,"Comedy, School",25
28023,Tsuru no Sugomori,Movie,Unknown,7.17,Kids,1
22273,Selector Infected WIXOSS,TV,Card game,7.36,"Game, Psychological",12
33885,Hane (2016),Music,Music,5.68,Music,1
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,TV,Manga,6.28,"Comedy, Ecchi, School, Seinen, Shoujo Ai",12
3232,Bannou Bunka Neko-Musume Specials,Special,Unknown,6.61,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",2
10250,Ultra B,TV,Manga,6.05,"Comedy, Super Power",119
15771,Saint☆Oniisan (Movie),Movie,Manga,7.94,"Comedy, Seinen, Slice of Life",1
1360,Makai Tenshi Djibril,OVA,Visual novel,6.58,Hentai,4
8986,Supernatural The Animation,OVA,Other,7.12,"Action, Demons, Horror, Supernatural",22
4590,Soukan Yuugi,OVA,Visual novel,6.81,Hentai,2
3675,Andromeda Stories,Special,Manga,5.97,"Action, Drama, Fantasy, Sci-Fi, Space",1
33153,Houkago Initiation,OVA,Manga,6.34,Hentai,2
33337,ACCA: 13-ku Kansatsu-ka,TV,Manga,7.73,"Mystery, Police, Drama, Fantasy, Seinen",12
1396,Future GPX Cyber Formula: Early Days Renewal,OVA,Unknown,6.48,"Drama, Sci-Fi, Shounen, Sports",2
23855,Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,OVA,Unknown,5.13,"Action, Comedy, Mecha, Parody, Sci-Fi",2
2687,Gokuu no Daibouken,TV,Unknown,6.49,"Comedy, Fantasy",39
29543,Kitty to Daniel no Suteki na Christmas,OVA,Unknown,5.91,Kids,1
34350,Alice to Zouroku,TV,Manga,7.2,"Adventure, Mystery, Seinen",12
36982,Micchiri Neko,TV,Web manga,6.84,"Comedy, Kids",13
534,Slayers,TV,Light novel,7.85,"Adventure, Comedy, Demons, Magic, Fantasy",26
32032,Seikaisuru Kado,TV,Original,7.01,Sci-Fi,12
30694,Dragon Ball Super,TV,Manga,7.78,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",131
19889,Genshiken Nidaime Specials,Special,Unknown,6.92,"Comedy, Parody, Slice of Life",4
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,TV,Unknown,6.28,"Action, Comedy, Historical, Military, Samurai",12
29389,Shiro Hon,TV,Unknown,6,"Adventure, Kids",6
14355,Yama no Susume,TV,Manga,6.82,"Adventure, Slice of Life, Comedy",12
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,OVA,Visual novel,7.56,"Action, Fantasy, Hentai",4
35240,Princess Principal,TV,Original,7.71,"Action, Mystery, Historical",12
10197,Nyanpire The Animation,TV,Manga,6.78,"Comedy, Supernatural, Vampire",12
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,OVA,Visual novel,6.57,Music,1
1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,7,"Supernatural, Demons, Historical",25
32621,Pokopon no Yukai na Saiyuuki,Movie,Original,5.85,"Adventure, Fantasy, Kids, Magic, Martial Arts",1
10588,Persona 4 the Animation,TV,Game,7.63,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",25
6922,Fate/stay night Movie: Unlimited Blade Works,Movie,Visual novel,7.53,"Action, Fantasy, Magic, Supernatural",1
17649,Udauda Yatteru Hima wa Nee!,OVA,Unknown,6,"Action, Comedy, School, Shounen",2
35781,Boku dake no Hentai Kanojo The Animation,OVA,Manga,6.26,Hentai,1
33600,Menghuan Xiyou,ONA,Game,6.56,"Action, Adventure, Fantasy, Historical, Magic",13
3254,Luv Wave,OVA,Visual novel,6.09,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi",3
4851,Lupin III: Seven Days Rhapsody,Special,Unknown,7.13,"Action, Adventure, Comedy, Seinen",1
35759,Sidonia no Kishi 3,Unknown,Manga,0,"Action, Sci-Fi, Space, Mecha, Seinen",0
10627,Ski Jumping Pairs: Road to Torino 2006,Movie,Unknown,4.89,"Sports, Comedy",1
15211,Nazotoki-hime wa Meitantei♥,OVA,Manga,5.43,"Mystery, Shoujo",6
13965,Thermae Romae x LOFT Collaboration,Special,Unknown,6.1,"Comedy, Historical, Seinen",1
6702,Fairy Tail,TV,Manga,8.08,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",175
34975,Marvel Future Avengers,TV,Other,5.09,"Action, Super Power, Kids",26
18071,Chalk-iro no People,OVA,Unknown,5.75,"Romance, Seinen",1
19841,Super Seisyun Brothers,TV,Web manga,6.93,"Comedy, Josei, Slice of Life",14
24641,Baku Ane: Otouto Shibocchau zo! The Animation,OVA,Visual novel,7.5,Hentai,1
24021,Sei Shoujo The Animation,OVA,Visual novel,6.85,Hentai,1
4480,Ryoujoku Guerrilla Kari 3,OVA,Visual novel,6.12,Hentai,2
37223,Ore ga Kanojo wo *su Wake,OVA,Original,7.5,Hentai,0
5199,Seto no Hanayome Fan Disc,Special,Manga,7.18,"Comedy, Parody, School",2
22225,Momo Kyun Sword,TV,Light novel,5.66,"Comedy, Ecchi, Fantasy",12
9442,Bust to Bust: Chichi wa Chichi ni,OVA,Manga,6.77,Hentai,3
33274,Onara Gorou,TV,Original,5.62,Comedy,13
32484,A-Size Classmate,OVA,Manga,5.97,Hentai,2
35138,Taikong Lixianji,TV,Original,5.67,"Action, Sci-Fi, Kids, Mecha",26
146,Kono Minikuku mo Utsukushii Sekai,TV,Original,6.87,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",12
21267,Go! Go! 575,TV,Game,5.72,Slice of Life,4
36289,Daybreak Interlude,Music,Game,7.12,Music,1
221,Mezzo Forte,OVA,Original,6.72,"Action, Comedy, Hentai, Sci-Fi",2
9546,Shirahata no Shoujo Ryuuko,Movie,Unknown,7.05,Drama,1
1483,Master Keaton,TV,Manga,7.7,"Adventure, Mystery",24
2343,Choujin Densetsu Urotsukidouji: Mirai-hen,OVA,Unknown,5.94,"Fantasy, Hentai, Demons, Horror, Sci-Fi",4
32518,Shoujo kara Shoujo e...,OVA,Manga,7.04,Hentai,2
1640,Angel&#039;s Feather,OVA,Visual novel,5.58,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",2
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",OVA,Manga,6.9,"Action, School, Shounen",1
34476,Platonic Chain: Ansatsu Jikkouchuu,Special,Novel,3.6,"Sci-Fi, Slice of Life",1
7082,Shugo Chara! Party!,TV,Manga,6.71,"Comedy, Magic, School, Shoujo",25
35952,Devilman Memorial,OVA,Manga,5.97,"Action, Horror, Demons, Supernatural",1
10521,Working&#039;!!,TV,4-koma manga,7.96,"Slice of Life, Comedy, Romance",13
3335,Haikara-san ga Tooru,TV,Manga,7.37,"Slice of Life, Romance, Historical, Drama, Shoujo",42
3540,Henbou Moral Hazard,OVA,Unknown,4.67,Hentai,1
8879,Dolphin Ouji,TV,Unknown,5.48,"Action, Adventure, Kids, Sci-Fi",3
5993,Samayou Midara na Lunatics,OVA,Visual novel,6.45,Hentai,2
22493,Pochacco no Jack to Mame no Ki,OVA,Unknown,5.92,"Kids, Fantasy",1
2710,Nintama Rantarou Movie,Movie,Unknown,6.64,"Comedy, Shounen",1
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Special,Manga,6.84,"Action, Adventure, Comedy, Shounen, Super Power",1
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,TV,Unknown,5.71,Comedy,13
2520,Dragon Ball Specials,Special,Manga,6.91,"Fantasy, Comedy, Super Power, Shounen",2
20087,Treasure Gaust,TV,Unknown,4.58,Game,5
34779,Ar:pieL - 6-seosgaeui Unmyeong,ONA,Game,0,"Action, Fantasy",11
4130,Petit Eva: Evangelion@School,ONA,Original,5.91,"Comedy, Parody, School",24
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Special,Unknown,7.55,Shounen,1
27727,Binan Koukou Chikyuu Boueibu LOVE!,TV,Original,7.05,"Slice of Life, Comedy, Parody, Magic, School",12
25461,Tatamp,Movie,Unknown,5.24,Music,1
16780,Gongnyong Baengmannyeon Ttori,Movie,Unknown,4.14,"Action, Adventure, Shounen",1
2617,Ghiblies,Special,Original,6.57,Comedy,2
33094,WWW.Working!!,TV,Web manga,7.55,"Slice of Life, Comedy",13
31309,Balloon,ONA,Original,5.04,Dementia,1
33808,Girlfriend (Note),ONA,Game,6.22,"Music, School",3
23765,Yamiyo no Jidaigeki,Special,Unknown,4.24,"Historical, Horror",2
8373,Shin Mitsubachi Maya no Bouken,TV,Unknown,6.39,"Adventure, Comedy",52
209,R.O.D the TV,TV,Light novel,7.61,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",26
33358,Mahou no Star Magical Emi: Finale! Finale!,OVA,Original,6.06,"Comedy, Magic, Shoujo",1
30065,Osamishi Tani no Wakare Uta,Movie,Original,5.29,"Music, Historical",1
19669,Kuroko no Basket: Baka ja Katenai no yo!,OVA,Unknown,7.7,"Sports, Comedy, School, Shounen",1
30721,Hacka Doll The Animation,TV,Other,6.51,"Comedy, Sci-Fi",13
28369,Dr. Slump: Arale-chan Specials,Special,Manga,6.36,"Sci-Fi, Comedy, Shounen",2
10823,Ranma ½: 1994 Music Calendar,OVA,Unknown,6.79,"Slice of Life, Martial Arts, Comedy",1
9509,Yami no Purple Eye,Music,Manga,5,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",1
13047,Anime Koukyoushi: Jungle Taitei,OVA,Unknown,6.73,"Adventure, Kids, Shounen",1
2689,Akai Koudan Zillion: Utahime Yakyoku,Special,Unknown,6.01,"Sci-Fi, Adventure",1
16163,Sore Ike! Anpanman: Kirakira Boshi no Namida,Movie,Unknown,6.15,"Kids, Adventure, Comedy, Super Power",1
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,Movie,Unknown,5.21,"Fantasy, Comedy",1
27849,Nezumi-kun no Chokki,OVA,Unknown,5.57,Kids,4
7953,Defend Love,Music,Unknown,6,"Adventure, Fantasy, Magic, Mecha, Romance, Super Power, Supernatural, Music, Sci-Fi",1
3844,Apache Yakyuugun,TV,Manga,6.07,"Action, Sports, School",26
31699,Good Morning!!! Doronjo,TV,Original,5.7,"Comedy, Parody",243
7593,Kiss x Sis (TV),TV,Manga,6.97,"Harem, Comedy, Romance, Ecchi, School, Seinen",12
35935,Koto no Shidai,Music,Original,3.67,"Music, Dementia",1
8897,Ganbare! Marine Kid,TV,Unknown,5.48,"Action, Adventure, Sci-Fi, Kids",13
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,OVA,Visual novel,7.53,"Harem, Hentai",3
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,Special,Manga,6.03,"Comedy, Sci-Fi, Shounen",1
34859,Tick Tock,Music,Music,4.25,Music,1
5154,Kanzen Mushusei: Sorezore no Houkago,OVA,Unknown,5.46,"Hentai, School",1
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,ONA,Original,5.36,Comedy,1
1388,Yakin Byoutou Ni,OVA,Visual novel,6.3,Hentai,5
22,Tennis no Ouji-sama,TV,Manga,8.01,"Action, Comedy, Sports, School, Shounen",178
2953,Egao,Music,Original,6.66,"Music, Slice of Life, Kids",1
32219,Raldessia Chronicles,ONA,Game,5.38,"Action, Adventure",1
1016,Gunnm,OVA,Manga,7.22,"Drama, Mecha, Sci-Fi, Shounen",2
35505,Velvet Underworld: Alternative,Music,Original,4.8,"Action, Music",1
6822,Ukkari Pénélope (2009),TV,Unknown,6.15,"Comedy, Slice of Life",26
2051,Akai Kiba: Blue Sonnet,OVA,Manga,6.09,"Action, Drama, Sci-Fi, Shoujo, Super Power",5
5943,The Aurora: Umi no Aurora,Movie,Unknown,5.28,"Adventure, Sci-Fi",1
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,Music,Unknown,6.62,Music,1
7155,Beat Shot!!,OVA,Manga,5.55,Sports,1
34943,T7S Longing for Summer Again and Again: Harukaze,Music,Game,6.47,"Music, School",1
34430,Detective Conan Movie 21: The Crimson Love Letter,Movie,Manga,7.89,"Action, Mystery, Historical, Police, Drama, Romance",1
9627,Kakko Kawaii Sengen!,TV,Original,5.73,Comedy,5
12563,Punky Funky Baby,OVA,Unknown,4.82,Hentai,1
36398,Na mo Nai Hana no Youni,Music,Original,3.5,Music,1
6727,Mechakko Dotakon,TV,Unknown,6.48,"Comedy, Sci-Fi",28
22495,Hello Kitty no Yume no Oshiro no Ouji-sama,OVA,Unknown,5.93,"Fantasy, Kids",1
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,OVA,Unknown,7.32,"Action, Comedy, Shounen, Supernatural",1
8671,Raja Maharaja,Music,Music,4.87,"Music, Slice of Life",1
10824,Ranma ½: DoCo Music Video,OVA,Unknown,7.04,"Comedy, Martial Arts, Music, Slice of Life",1
34692,Umbrella Fighter!,Special,Original,3.92,Slice of Life,4
24999,Akai Jitensha,Music,Original,5.22,"Music, Kids",1
31698,Zhan Long Si Qu,TV,Unknown,4.85,"Kids, Cars",64
31972,Tang Lang Bu Chan,Movie,Other,5.75,Historical,1
4804,To Heart 2 AD Plus,OVA,Unknown,6.85,Romance,2
8719,Donna Donna,Music,Music,5.2,"Music, Slice of Life, Kids",1
1160,Gundress,Movie,Unknown,5.59,"Action, Mecha, Sci-Fi",1
